sample_id,video_time,timestamp,imei,name,type,eventType,eventId,eventDateTime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gravitational,speed,heading,altitude,accuracy,dbm,gpsState,pulseSpeed,brake,blinker_r,blinker_l,latitude,longitude,recordDateTime,oldestDateTime,deviceStatus,rapidAccelerator,rapidDecelerator,leftSteer,rightSteer,fluctuation,frontCollision,leftLaneDeparture,rightLaneDeparture,outgoingDelay,speedOver,drowsinessDetection,distractionDetection,objectDetectionPhone,adaptiveCruiseControlClose,adaptiveCruiseControlNear,eventReserve1,eventReserve2,eventReserve3,eventReserve4,eventReserve5,eventReserve6,eventReserve7,eventReserve8,eventReserve9,nmeaLocalTime,nmeaLocalDate,nmeaLatitude,nmeaLatitudeSector,nmeaLongitude,nmeaLongitudeSector,nmeaLocationQuality,nmeaSatellites,nmeaAltitude,nmeaPositioningMode,nmeaSatelliteNumber,nmeaPdop,nmeaHdop,nmeaVdop,nmeaDirection,nmeaGpsSpeed,vehicleInformationBack,carReserve1,carReserve2,carReserve3,carReserve4,carReserve5,carReserve6,carReserve7,carReserve8,carReserve9,carReserve10,action_label,taxi_id
44,204385.07,1726387259070,,,,,,,-0.14,-0.113,0.937,0.0,0.0,0.0,0.1906253,0.0,-2147483648.0,26.5,-2147483648,0,2,0.0,0,0,0,33.58477965,130.43790288333332,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170059.0,150924,33.58477965,1,130.43790288333332,1,1,12,26.5,3,"[2, 3, 7, 8, 14, 17, 22, 27, 30]",0.9,0.6,0.7,1.4e-45,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
45,204388.16,1726387262160,,,,,,,-0.148,-0.094,1.014,0.0,0.0,0.0,0.17588633,0.0,-2147483648.0,26.7,-2147483648,0,2,0.0,0,0,0,33.58477951666667,130.43790338333335,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170102.0,150924,33.58477951666667,1,130.43790338333335,1,1,12,26.7,3,"[2, 3, 7, 8, 14, 17, 22, 27, 30]",1.0,0.7,0.7,1.4e-45,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064020
46,4346173.634,1726018138847,,,,,,,-0.09154028,-0.009245581,0.98322654,0.037200928,0.013900757,0.00039672852,0.09352247,40.0,71.0,57.86474609375,3,-75,2,0.0,0,0,0,33.53953666,130.4398426,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12859.0,110924,33.53953666666666,1,130.43984260000002,1,1,12,30.4,3,"[5, 6, 7, 11, 13, 15, 20, 29, 30, 65, 71, 72]",0.8,0.5,0.6,71.7,40.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
47,4383052.137,1726055017350,,,,,,,-0.38055575,-0.022682657,0.9795613,0.04852295,-0.01361084,-0.10903931,0.38177863,8.0,263.0,45.8404541015625,3,-68,2,0.0,0,0,0,33.59010759,130.39492315,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114338.0,110924,33.59010758333333,1,130.39492314999998,1,1,12,18.4,3,"[3, 4, 16, 26, 28, 29, 31, 32, 79, 80, 81, 82]",0.9,0.6,0.7,263.9,8.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
48,4386904.052,1726058869265,,,,,,,-0.08714326,0.07381828,0.92483675,-0.025497437,-0.068481445,0.011489868,0.13672088,39.0,62.0,54.6142578125,3,-69,2,0.0,0,0,0,33.59395491,130.36387592,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124750.0,110924,33.59395491666667,1,130.36387591666667,1,1,12,27.3,3,"[4, 8, 9, 16, 18, 26, 27, 28, 31, 71, 73, 79]",0.8,0.5,0.6,62.6,39.8,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
49,4386907.743,1726058872956,,,,,,,0.113920875,-0.008267772,1.0166962,0.0320282,-0.014144897,-0.011962891,0.11543433,32.0,52.0,53.83905029296875,3,-74,2,0.0,1,0,0,33.59415131,130.36422102,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124754.0,110924,33.59415131666666,1,130.36422101666668,1,1,12,26.5,3,"[4, 8, 9, 16, 18, 26, 27, 28, 31, 71, 73, 79]",0.8,0.5,0.6,52.1,32.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
50,4643846.049,1726315811262,,,,,,,-0.2574251,-0.060549367,0.9392501,0.0231781,-0.023742676,0.00642395,0.27133828,43.0,44.0,53.6829833984375,3,-73,2,0.0,0,0,0,33.59146085,130.41916108,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121012.0,140924,33.59146085,1,130.41916108333334,1,1,12,26.3,3,"[4, 8, 9, 16, 18, 26, 27, 28, 29, 31, 65, 66]",0.8,0.5,0.6,44.3,43.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
51,4643858.272,1726315823485,,,,,,,-0.51248044,-0.086690165,0.9468234,-0.03062439,-0.05303955,-0.006362915,0.52247405,39.0,96.0,49.6705322265625,3,-82,2,0.0,0,0,0,33.5921102,130.42034667,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121024.0,140924,33.59211020000001,1,130.42034666666666,1,1,12,22.2,3,"[4, 8, 9, 16, 18, 26, 27, 28, 29, 31, 65, 72]",0.8,0.5,0.6,96.7,39.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
52,4645823.879,1726317789092,352176111064285.0,EVT_352176111064285_20240914214310.gz,EVT,10.0,cdb5d5a8-bf18-443c-b46e-e321eaec7548,20240914214310.0,-0.30775264,-0.053953834,0.8879463,-0.0062408447,-0.06690979,0.0065460205,0.33193183,17.0,242.0,43.00592041015625,3,-70,2,0.0,0,0,0,33.59122526,130.40858808,20240914214310.0,20240910105912.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124310.0,140924,33.59122526666666,1,130.4085880833333,1,1,12,15.6,3,"[4, 8, 9, 16, 18, 26, 27, 28, 31, 65, 66, 72]",0.8,0.5,0.6,242.8,17.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
53,4683447.115,1726355412328,352176111064285.0,EVT_352176111064285_20240915081013.gz,EVT,15.0,ed7bf0c6-f2b3-4056-8915-d7279a1b3b78,20240915081013.0,-0.37713498,-0.2193482,0.9624606,0.14108276,0.052642822,-0.4411316,0.43789685,10.0,154.0,38.40191650390625,3,-86,2,0.0,0,0,0,33.58737636,130.41223915,20240915081013.0,20240910230710.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231013.0,140924,33.58737636666667,1,130.41223914999998,1,1,12,11.0,3,"[5, 6, 9, 11, 12, 17, 19, 20, 67, 68, 81, 82]",1.0,0.6,0.8,154.9,10.8,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
54,4683722.855,1726355688068,,,,,,,-0.4966004,-0.54867333,1.0245141,0.11103821,-0.015396118,-0.39549255,0.7404427,22.0,115.0,43.97906494140625,3,-90,2,0.0,0,0,0,33.58080632,130.42289345,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231449.0,140924,33.580806316666674,1,130.42289345,1,1,12,16.5,3,"[4, 5, 6, 7, 9, 11, 12, 13, 17, 19, 20, 30]",0.8,0.5,0.6,115.9,22.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
55,4698897.559,1726370862772,,,,,,,-0.41671285,-0.05713015,0.92776865,-0.0030517578,-0.007232666,0.004425049,0.4267679,7.0,305.0,43.627685546875,4,-83,2,0.0,0,0,0,33.59124486,130.41054151,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32744.0,150924,33.59124486666666,1,130.41054151666663,1,1,12,16.2,3,"[5, 13, 15, 18, 20, 23, 24, 29, 69, 79, 80, 85]",1.0,0.7,0.8,305.8,7.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
56,5038003.045,1726709968258,,,,,,,-0.055138726,0.3188573,1.0191392,-0.079315186,0.07064819,0.34111023,0.32415515,28.0,67.0,51.2479248046875,3,-76,2,0.0,1,0,0,33.57583056,130.41161783,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13929.0,190924,33.57583056666667,1,130.4116178333333,1,1,12,23.8,3,"[5, 7, 11, 13, 15, 18, 20, 29, 30, 72, 1, 7]",1.0,0.7,0.7,67.8,28.3,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064285
57,38109.446,1725847896310,352176111064442.0,EVT_352176111064442_20240909111137.gz,EVT,9.0,03f589ff-499b-4f3b-99f0-2ea8d801e2b0,20240909111137.0,-0.28733855,-0.113961354,0.9708031,-0.005355835,-0.0010070801,-0.16304016,0.3104885,1.0,56.0,40.2109375,3,-74,2,3.532181978225708,0,0,0,33.58816591,130.36636561,20240909111137.0,20240903135919.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21136.0,90924,33.588165916666675,1,130.36636561666668,1,1,12,12.9,3,"[5, 6, 7, 11, 13, 15, 18, 20, 29, 30, 70, 71]",0.9,0.6,0.6,56.0,1.9,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
58,52613.434,1725862400298,,,,,,,-0.22772808,-0.113961354,0.9749572,-0.021087646,0.015548706,-0.012634277,0.25587967,2.0,351.0,46.99072265625,3,-80,2,2.5902669429779053,1,0,0,33.56958326,130.41864966,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61321.0,90924,33.56958326666667,1,130.41864966666665,1,1,12,19.5,3,"[10, 12, 15, 18, 23, 24, 25, 32, 65, 71, 72, 73]",0.8,0.5,0.6,351.7,2.3,1,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
59,160001.46,1725969788324,,,,,,,-0.1683605,-0.1044324,0.9859513,0.0019683838,-0.007293701,-0.0029296875,0.19861709,3.0,271.0,43.908935546875,4,-74,2,0.7064363956451416,0,0,0,33.59036901,130.37327309,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120310.0,100924,33.59036901666667,1,130.37327308333332,1,1,12,16.5,3,"[3, 4, 16, 18, 26, 27, 28, 29, 31, 32, 68, 69]",0.8,0.5,0.6,271.9,3.8,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
60,168915.564,1725978702428,352176111064442.0,EVT_352176111064442_20240910233143.gz,EVT,13.0,649169b4-3563-435d-b51a-02d05b2bc7e0,20240910233143.0,-0.097513005,-0.014528547,0.9500371,-0.119506836,-0.24038696,0.22932434,0.11052671,13.0,262.0,52.650390625,3,-84,2,14.835164070129396,0,0,0,33.5923918,130.35330022,20240910233143.0,20240905035926.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143143.0,100924,33.5923918,1,130.35330021666667,1,1,12,25.3,3,"[2, 4, 7, 8, 9, 16, 18, 26, 27, 71, 79, 80]",0.8,0.5,0.6,262.6,13.1,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
61,464311.941,1726274098805,,,,,,,-0.24360812,-0.006955205,1.0160003,0.0181427,-0.034576416,0.0035705566,0.24423206,25.0,325.0,34.4967041015625,3,-85,2,28.963895797729492,0,0,0,33.60994324,130.42167701,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459.0,140924,33.60994323333334,1,130.42167701666665,1,1,12,7.1,3,"[5, 6, 7, 9, 11, 13, 15, 19, 20, 29, 30, 66]",0.8,0.5,0.6,325.4,25.8,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
62,464315.851,1726274102715,,,,,,,-0.092869975,-0.072429426,1.0142907,-0.011154175,0.0011138916,0.00730896,0.118638426,29.0,321.0,34.4761962890625,3,-85,2,31.789640426635746,0,0,0,33.61017499,130.42146397,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503.0,140924,33.61017498333333,1,130.42146396666666,1,1,12,7.1,3,"[5, 6, 7, 9, 11, 13, 15, 20, 29, 30, 66, 67]",0.9,0.6,0.6,321.7,29.1,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
63,468042.697,1726277829561,,,,,,,-0.060866997,-0.32088766,0.9734905,0.029907227,-0.022583008,-0.71047974,0.32768345,13.0,348.0,32.62811279296875,3,-88,2,17.66090965270996,0,0,0,33.59432281,130.3593654,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13710.0,140924,33.59432281666666,1,130.3593654,1,1,12,5.3,3,"[5, 6, 11, 13, 15, 20, 29, 30, 67, 68, 69, 81]",1.0,0.7,0.7,348.6,13.2,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
64,601950.062,1726411736926,,,,,,,0.021953972,-0.12617618,1.0365218,0.009155273,-0.00076293945,0.011291504,0.13317749,34.0,260.0,43.72967529296875,3,-81,2,35.32181930541992,0,0,0,33.58903229,130.35489752,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144857.0,150924,33.58903228333334,1,130.35489751666668,1,1,12,16.4,3,"[2, 4, 7, 8, 9, 16, 21, 26, 27, 31, 76, 77]",0.8,0.5,0.7,260.2,34.1,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
65,775207.298,1726584994162,352176111064442.0,EVT_352176111064442_20240917235636.gz,EVT,15.0,f65b054e-2b5e-4b04-bd91-6d8a3e573b5b,20240917235636.0,-0.06746253,-0.2566357,1.0203973,0.039489746,0.016647339,-0.44181824,0.26613742,16.0,258.0,57.95513916015625,3,-78,2,18.83830451965332,0,0,0,33.55920478,130.41219739,20240917235636.0,20240911135755.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145635.0,170924,33.55920478333333,1,130.41219738333334,1,1,12,30.5,3,"[2, 4, 7, 8, 9, 16, 21, 26, 27, 78, 79, 80]",0.8,0.5,0.6,258.2,16.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
66,946307.794,1726756094658,,,,,,,-0.21893248,0.022361912,1.0255276,-0.049606323,-0.09220886,0.34410095,0.22154717,19.0,233.0,39.65087890625,3,-90,2,21.193092346191406,0,0,0,33.58296917,130.42492305,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142815.0,190924,33.582969166666665,1,130.42492305000002,1,1,12,12.2,3,"[2, 4, 7, 8, 9, 16, 21, 26, 27, 30, 73, 74]",0.8,0.5,0.6,233.9,19.9,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
67,980351.059,1726790137923,,,,,,,0.17733204,-0.0692531,1.0538685,-0.004547119,0.012374878,-0.0037841797,0.19784959,19.0,308.0,35.00811767578125,3,-99,2,21.89952850341797,1,0,0,33.60888369,130.39996719,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235538.0,190924,33.60888368333334,1,130.39996718333333,1,1,12,7.6,3,"[5, 6, 7, 9, 11, 13, 15, 20, 29, 30, 65, 66]",0.8,0.5,0.6,308.4,19.2,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111064442
68,10.557,1719468214957,,,,,,,-0.21986046,-0.085372925,0.91494656,0.009841919,-0.006149292,-0.036727905,0.25072145,41.0,61.0,36.30633544921875,3,-80,2,43.79905700683594,0,0,0,33.5794853,130.39349676,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60336.0,270624,33.579485299999995,1,130.3934967666667,1,1,12,8.9,3,"[5, 6, 7, 9, 11, 13, 15, 20, 29, 30, 67, 68]",0.8,0.5,0.6,61.7,42.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
69,6372796.048,1725841000448,352176111065290.0,EVT_352176111065290_20240909091642.gz,EVT,15.0,68733298-a3c6-4d3c-8d3f-5c15cebd46c4,20240909091642.0,-0.3241792,-0.17918645,1.2767636,0.14605713,-0.22927856,-0.2787323,0.462383,3.0,211.0,44.230224609375,4,-89,2,9.89011001586914,0,0,0,33.58262378,130.40321991,20240909091642.0,20240903200329.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641.0,90924,33.58262378333333,1,130.40321991666667,1,1,12,16.8,3,"[5, 6, 9, 11, 13, 19, 20, 29, 30, 69, 70, 84]",0.9,0.6,0.7,211.3,3.1,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
70,6515692.142,1725983896542,,,,,,,-0.36424443,-0.06753883,0.9559896,0.0143585205,0.0052337646,-0.0029144287,0.37305817,64.0,311.0,48.6383056640625,3,-87,2,66.40502166748047,0,0,0,33.59182447,130.41730013,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155817.0,100924,33.591824466666665,1,130.4173001333333,1,1,12,21.2,3,"[2, 7, 8, 16, 21, 27, 30, 73, 79, 80, 82, 83]",0.9,0.6,0.6,311.6,64.8,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
71,6611861.041,1726080065441,352176111065290.0,EVT_352176111065290_20240912034106.gz,EVT,9.0,7415c648-1399-439f-841a-cadab18b3e12,20240912034106.0,-0.53574854,0.032382887,0.9046858,-0.008529663,-0.00064086914,-0.011352539,0.5451238,5.0,94.0,45.4742431640625,3,-78,2,10.36106777191162,0,0,0,33.58251938,130.40725803,20240912034106.0,20240906180211.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184106.0,110924,33.582519383333334,1,130.40725803333336,1,1,12,18.1,3,"[2, 3, 8, 14, 17, 21, 22, 30, 69, 75, 76, 84]",0.8,0.5,0.6,94.8,5.3,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
72,6642187.494,1726110391894,352176111065290.0,EVT_352176111065290_20240912120632.gz,EVT,13.0,782e42f9-006e-46f9-b0d6-3dc6dec9c98e,20240912120632.0,-0.29070953,0.18605135,1.10575,-0.003326416,-0.043563843,0.1230011,0.360985,17.0,327.0,31.4375,3,-81,2,18.367345809936523,0,0,0,33.59187392,130.42717963,20240912120632.0,20240907013757.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30632.0,120924,33.59187391666667,1,130.42717963333337,1,1,12,4.0,3,"[5, 11, 13, 15, 18, 20, 23, 24, 29, 30, 65, 66]",0.7,0.4,0.6,327.8,17.6,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
73,6887950.061,1726356154461,,,,,,,-0.6549695,-0.08390777,0.8919805,0.16999817,0.04550171,-0.2665863,0.6690992,6.0,88.0,43.65838623046875,3,-77,2,6.593406677246094,0,0,0,33.56986339,130.4309442,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232235.0,140924,33.569863383333335,1,130.43094420000003,1,1,12,16.2,3,"[5, 6, 7, 9, 11, 12, 13, 17, 19, 20, 25, 30]",0.7,0.5,0.6,88.1,6.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
74,6887951.821,1726356156221,,,,,,,-0.45561498,-0.31257784,0.8787895,0.15722656,-0.061035156,-0.3560791,0.5656694,21.0,135.0,43.703369140625,3,-74,2,11.773940086364746,0,0,0,33.56980456,130.43105069,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232237.0,140924,33.56980456666667,1,130.43105068333332,1,1,12,16.2,3,"[5, 6, 7, 9, 11, 12, 13, 17, 19, 20, 30, 66]",0.7,0.5,0.6,135.3,21.1,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
75,6935479.841,1726403684241,352176111065290.0,EVT_352176111065290_20240915213445.gz,EVT,9.0,15df2188-3bf8-4cc0-a8d3-01b4635b83bb,20240915213445.0,-1.014588,0.006973889,0.8702383,-0.04458618,-0.051437378,-0.0024108887,1.0228761,20.0,85.0,37.6455078125,3,-83,2,12.009418487548828,0,0,0,33.59049223,130.37283737,20240915213445.0,20240911003425.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123445.0,150924,33.590492233333336,1,130.37283736666666,1,1,12,10.3,3,"[4, 8, 16, 26, 27, 28, 31, 66, 67, 75, 76, 85]",0.9,0.5,0.8,85.4,20.1,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
76,6987317.835,1726455522235,,,,,,,0.09822612,0.26056406,1.5171611,0.049453735,-0.14146423,0.0025482178,0.58736503,38.0,6.0,57.3477783203125,3,-82,2,37.912086486816406,0,0,0,33.58947264,130.41862276,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25842.0,160924,33.58947263333334,1,130.4186227666667,1,1,12,29.9,3,"[5, 11, 13, 15, 18, 20, 23, 24, 29, 30, 69, 70]",0.8,0.5,0.7,6.3,38.4,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
77,7076777.981,1726544982381,,,,,,,-0.15951663,-0.038955066,1.0053394,0.0071258545,0.08003235,-0.059509277,0.16429108,19.0,179.0,57.96441650390625,6,-59,2,19.544740676879883,0,0,1,33.58964803,130.4224366,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34943.0,170924,33.58964803333333,1,130.42243660000003,1,1,12,30.5,3,"[5, 13, 15, 18, 20, 22, 23, 24, 71, 72, 73, 74]",0.7,0.4,0.6,179.1,19.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
78,7251788.043,1726719992443,,,,,,,-0.30951986,0.06023329,0.8272397,0.011917114,0.027404785,-0.0043640137,0.3595507,29.0,52.0,42.3671875,3,-75,2,30.37676429748535,0,0,0,33.597736,130.41860536,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42632.0,190924,33.597736,1,130.41860536666667,1,1,12,14.9,3,"[5, 10, 13, 15, 18, 22, 23, 24, 65, 66, 67, 75]",0.8,0.5,0.6,52.2,29.4,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111065290
79,123256.383,1725963688745,,,,,,,-0.24033216,0.09485362,0.9462676,-0.018234253,-0.029159546,-0.012176514,0.26390135,16.0,8.0,63.38623046875,3,-78,2,17.66090965270996,0,0,0,33.51834747,130.42250792,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102129.0,100924,33.51834746666666,1,130.42250791666666,1,1,12,35.9,3,"[3, 10, 16, 25, 26, 28, 29, 31, 32, 66, 67, 68]",0.8,0.5,0.6,8.6,16.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
80,321882.799,1726162315161,,,,,,,-0.116468154,0.04452608,0.9819358,-0.01914978,-0.06628418,-0.022140503,0.12599096,49.0,276.0,42.81591796875,3,-92,2,50.3924674987793,0,0,0,33.59179986,130.38619405,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173156.0,120924,33.59179986666667,1,130.38619405,1,1,12,15.4,3,"[2, 3, 7, 8, 14, 17, 21, 22, 30, 74, 75, 76]",1.0,0.7,0.7,276.4,49.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
81,347341.585,1726187773947,352176111166510.0,EVT_352176111166510_20240913093614.gz,EVT,13.0,852f577f-34e3-47f5-9486-d5ca4bf6fcab,20240913093614.0,-0.40303913,0.11537513,0.97045434,-0.017242432,0.0012512207,0.20277405,0.42026764,23.0,197.0,35.8375244140625,6,-91,2,17.425432205200195,0,0,0,33.59033425,130.41430694,20240913093614.0,20240908110211.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3614.0,130924,33.590334250000005,1,130.4143069333333,1,1,12,8.4,3,"[5, 6, 7, 9, 11, 13, 15, 20, 29, 30, 65, 66]",0.9,0.5,0.7,197.2,23.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
82,372462.953,1726212895315,,,,,,,-0.032426484,0.020583795,1.0630456,0.012512207,-0.03253174,0.0024719238,0.073823534,27.0,260.0,37.02056884765625,3,-82,2,30.376768112182617,1,0,0,33.59026186,130.38705035,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73455.0,130924,33.59026186666666,1,130.38705035,1,1,12,9.6,3,"[10, 12, 23, 25, 28, 32, 68, 69, 79, 80, 12, 19]",1.1,0.8,0.8,260.6,27.6,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
83,444029.888,1726284462250,,,,,,,-0.26402843,0.09876174,0.94187057,0.0,-0.0036468506,0.0007324219,0.2878262,0.0,330.0,37.23138427734375,3,-76,2,7.299842834472656,1,0,0,33.57203484,130.42275885,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32743.0,140924,33.57203483333333,1,130.42275885,1,1,12,9.8,3,"[5, 11, 13, 14, 15, 18, 20, 23, 24, 29, 67, 68]",0.7,0.4,0.6,330.1,0.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
84,528500.874,1726368933236,,,,,,,-0.11060442,0.075552806,1.0505863,0.03437805,0.03652954,-0.019104004,0.14318009,52.0,70.0,36.89410400390625,3,-73,2,54.160125732421875,1,0,0,33.59150016,130.34897105,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25534.0,150924,33.59150016666667,1,130.34897105,1,1,12,9.6,3,"[5, 11, 13, 15, 18, 20, 23, 24, 29, 30, 68, 69]",0.8,0.5,0.6,70.9,52.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
85,528508.434,1726368940796,,,,,,,-0.46826887,0.1100003,0.95921576,-0.016235352,-0.058273315,-0.033477783,0.4827413,26.0,82.0,36.5338134765625,3,-75,2,22.60596466064453,0,0,0,33.5916447,130.34970343,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25542.0,150924,33.5916447,1,130.34970343333333,1,1,12,9.2,3,"[5, 11, 13, 15, 18, 20, 23, 24, 29, 68, 69, 78]",0.8,0.5,0.6,82.2,26.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
86,574362.191,1726414794553,,,,,,,0.08581823,0.036708288,1.0691538,-0.034088135,-0.04043579,0.014312744,0.11616588,42.0,273.0,39.72772216796875,3,-77,2,40.50235366821289,1,0,0,33.58743554,130.42155624,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153955.0,150924,33.58743553333334,1,130.42155623333335,1,1,12,12.3,3,"[2, 7, 8, 10, 16, 21, 27, 30, 76, 77, 78, 81]",0.8,0.5,0.6,273.0,42.3,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
